recrutement,nom,datesClefs,logo,codePostal,titresMajeurs,administratif,description,effectifs,email,rue,ville,anneeCreation,statut,contacts,RCS,categorie,titresEnCours,telephone,actualite,url,adresse,NAF,fax,website,chiffreAffaire
,Pôle 3D,,http://www.afjv.com/img/logo2/pole3d.png,59100,,,"POLE 3D - Ecole Supérieure d'Infographie,Secteurs :",9,pole3d@pole3d.net,"78, boulevard du General Leclerc",Roubaix,2003,SARL,"Antoine DURIEU - Directeur Général - antoine.durieu@pole3d.net 
 Martine ANTHOINE - Directrice Adjointe - martine.Anthoine@pole3d.net 
 Jérémy THENG - Superviseur 3D - jeremy.theng@pole3d.net 
 Jean TADDEI - Directeur -  jean.taddei@pole3d.net 
 Nicolas LAUNAY - Responsable animation - nicolas.launay@pole3d.net 
 Maxime QUIEVREUX - Community Manager - maxime.quievreux@pole3d.net",Roubaix-Tourcoing B 448 722 009,Formations / Ecoles,,03 28 38 93 80,"Ankama accueillera une partie de Pôle IIID dans ses locaux6 mars 2014 - Dès septembre 2014, Ankama ouvrira ses locaux à l'école supérieure POLE IIID de Roubaix. Une partie des étudiants et des enseignants quitteront leur bâtiment du centre-ville pour s'installer au cœur d 
 En région, 2 formations sur Unity 3D pour les salariés5 avr. 2013 - Pour répondre aux besoins grandissants sur Unity 3D*, et compléter la formation créée l'année dernière par Game IN et le SUDES qui se réitère en mai 2013, Pôle IIID lance également une formation ...",http://www.afjv.com/societe/417-pole-3d.htm,"78, boulevard du General Leclerc 59100 Roubaix",8559A - Formation continue d'adultes,03 28 38 93 81,http://www.pole3d.net,
,Pix'n Love,,http://www.afjv.com/img/logo2/pixn_love.png,95800,,,"Créée en septembre 2007, Pix'n Love est une maison d'édition dédié à l'univers du jeu vidéo, et plus précisément à celui du rétrogaming : le vieux, le bon, le chaud, celui qui sent le sprite vieilli par le temps et le pixel coloré, celui qui aime les bonnes grosses manettes à switches et les câbles qui débordent dans tous les sens.Mais Pix'n Love, c'est également le titre d'un mook bimestriel (book/magazine), entièrement dédié aux machines et aux jeux d'arcade, consoles et micros, qui ont marqué leur temps.Parce que nous souhaitons archiver l'histoire du patrimoine vidéoludique et la décrypter, la ligne éditoriale de Pix'n Love s'articule autour d'un véritable travail d'investigation. En rencontrant, en interviewant, en s'infiltrant parmi les acteurs de l'époque, les limiers de Pix'n Love parviennent à distiller des scoops, des anecdotes, des trivias, sur des acteurs ou des événements qui ont marqué d'une empreinte indélébile l'industrie vidéoludique.Au-delà même de cette mission de salubrité publique, Pix'n Love milite pour la défense des beaux objets, des objets rares, des objets cultes, des objets qui de par leur origine, leur sujet ou leur conception apporte une pierre nouvelle à cette maladie périlleuse pour le porte-monnaie mais tellement salvatrice pour nos neurones qu'est la collectionnite aigûe.Rechercher, dénicher, scruter, découvrir, exposer et expliquer : telle est la mission de Pix'n Love. Mission, qui nous l'espérons, vous enchante et continuera à vous enchanter.",5,contact@editionspixnlove.com,Le Cérame,Cergy,2007,SARL,Sébastien Mirc - Gérant - sebmirc@gmail.com,Versailles B 501 140 214,Presse,,01 34 41 21 38,"Livre : L'Histoire de Metroid27 janv. 2017 - L'Histoire de Metroid : un ouvrage exclusif pour le 30ème anniversaire ! Plongez dans les arcanes de la saga Metroid avec cette édition classique à couverture souple. 6 août 1986. Un personnage ... 
 Livre : La Guerre des Mascottes - L'Histoire de Mario vol. 21 sept. 2016 - Sonic, Donkey Kong, Yoshi... Mais aussi Mickey, Bugs Bunny, Taz... Sans oublier une galerie de reptiles, un lynx, une chauve-souris, plusieurs renards, une horde d'écureuils... 
 Alexey Pajitnov. L'incroyable histoire du créateur de Tetris29 mars 2016 - Cette histoire mêle intrigues, retournements de situations, tractations à très grande échelle. Elle fait aussi bien intervenir des géants du jeu vidéo que Robert Maxwell, magnat de la presse ... 
 Pix'n Love #29 : Donkey Kong Country1 mars 2016 - Si Donkey Kong Country est le représentant, dans les années 1980, d'un Nintendo conquérant, il est aussi et surtout le point d'orgue, en 1994, d'un savoir-­faire accompli : celui du studio Rareware. 
 PlayStation VS Saturn : La guerre des 32 bits (livre)11 janv. 2016 - 1995. Alors que le jeu vidéo s'apprête à vivre l'une des révolutions les plus fondamentales de son histoire, les constructeurs de machines se livrent une lutte sans pitié pour imposer leurs ... 
 La Bible NES / Famicom aux éditions Pix'n Love13 fév. 2015 - Revivez la formidable épopée de la NES/Famicom, véritable console pionnière dans l'industrie du jeu vidéo. Du défi insensé qu'elle représente au début des années 1980, jusqu'à son succès planétaire... 
 Livre : L'Histoire économique des consoles de 1976 à 19806 août 2014 - Pourquoi n'y a-t-il plus de console française depuis 30 ans ? En quoi la toute première machine de Nintendo, la méconnue Color TV-Game 6, est-elle d'une importance historique capitale ? 
 Livre : Sur les traces de Miyamoto par William Audureau30 juil. 2014 - Découvrez l'incroyable histoire du créateur de Mario et Zelda dans un ouvrage unique au monde ! Au cours de sa carrière, il a été surnommé le "" Walt Disney "", le "" Steven Spielberg "" ou encore ... 
 Mario Goodies Collection - Tanuki Limited Edition (livre)15 juin 2014 - Il est des histoires abracadabrantesques. Des rencontres invraisemblables. Des personnalités stupéfiantes ! Passionné de l'extrême, le japonais Mitsugu Kikai est le plus gros collectionneur ... 
 Original Sound Track 100 albums indispensables jeux vidéo9 mai 2014 - Les 100 bandes originales indispensables présentées dans ce livre illustré reviennent sur près de trente ans de game music, chacune d'entre elles ayant contribué, à sa manière et à son échelle, à ...",http://www.afjv.com/societe/631-pix-n-love.htm,Le Cérame 95800 Cergy,5814Z - Édition de revues et périodiques,,http://www.editionspixnlove.com,728600
,Pixel Wizards,,http://www.afjv.com/img/logo2/pixel-wizards.png,75004,,,"Créé en 2016 et basé à Paris, Pixel Wizards est une structure indépendante spécialisée dans la production et l’édition de jeu vidéo. Le studio conçoit et édite un portefeuille de jeu tout public et multiplateformes.Ouvert aux nouveaux talents, le studio est composé de professionnels passionnés et désireux d’apporter quelque chose de nouveau et magique à l’industrie du jeu vidéo !",Information indisponible,contact@pixel-wizards.com,"14, rue Charles V",Paris,2016,SAS,"Matthieu Baldy - Président 
 Sevan Kessissian - Co-Fondateur",Paris B 818 378 564,Studios,,,,http://www.afjv.com/societe/967-pixel-wizards.htm,"14, rue Charles V 75004 Paris",5821Z - Édition de jeux électroniques,,http://pixel-wizards.com/,
,Piranaking,,http://www.afjv.com/img/logo2/piranaking.png,13200,,,"Piranaking est un studio de développement de jeux vidéo dont le premier titre - LASTFIGHT - sortira à l’automne 2015 sur PC et consoles.Fun et technique à la fois, LASTFIGHT est un jeu de combat 3D jouable à quatre dans des arènes parsemées de bonus et d’objets loufoques. Bourré d’humour, le jeu revisite les codes du jeu d’arcade japonais pour des parties spectaculaires et sans cesse renouvelées.",Information indisponible,contact@piranaking.com,7 rue Vasco Corsi,Arles,2014,SAS,Guy ARNAUDO - Président,Tarascon B 801 987 983,Studios,,,,http://www.afjv.com/societe/876-piranaking.htm,7 rue Vasco Corsi 13200 Arles,6201Z - Programmation informatique,,http://piranaking.com/,
,Playrion,,http://www.afjv.com/img/logo2/playrion.png,75017,,,"Playrion est une société qui incarne la volonté d’offrir des jeux vidéos innovants. Alliant scénarios pédagogiques et divertissement, les jeux vidéos en ligne édités par Playrion s'adressent à un public mature et lui propose un contenu riche et polyvalent.",12,contact@playrion.com,141 avenue de Wagram,Paris,2010,SARL,Benjamin Cohen - Fondateur & Gérant,Nanterre B 524 958 188,Studios,,06 61 76 67 84,"Portes ouvertes des startups du Jeu vidéo7 oct. 2013 - Participez aux "" Portes ouvertes des startups "" organisées par Paris Région Lab et la Ville de Paris le 12 octobre 2013 en partenariat avec Capital Games. Quand la création devient votre jeu !",http://www.afjv.com/societe/598-playrion.htm,141 avenue de Wagram 75017 Paris,6201Z - Programmation informatique,,http://www.playrion.com,
,PDP France,,http://www.afjv.com/img/logo2/pdp.png,92300,,,"Performance Designed Products, ou PDP, est une entreprise Californienne fondée en 1991 et basée à Los Angeles. Elle fait partie du Groupe Patriarch Partners LLC qui emploie 70 000 personnes  regroupant 70 entreprises et générant un  chiffre d’affaires supérieur à 8 milliards de dollars. Leader sur le marché tiers des accessoires de Gaming, PDP conçoit, fabrique et commercialise des produits de qualité pour des licences mondialement reconnues comme Nintendo, Microsoft ou Sony. Elle détient également ses propres marques, Afterglow, fondée en 2003, et Rock Candy, créée en 2012. PDP emploie 250 salariés à travers le monde dont 25% en R&D et a généré un chiffre d’affaires de 355 millions de dollars pour l’année fiscale 2014-2015.",2,,120 rue Jean Jaures,Levallois-Perret,2012,SARL unipersonnelle,Jacques Boulin - Directeur commercial - jacques.boulin@pdp.com,Nanterre B 539 186 775,Hardware / Accessoires,,,"PDP (accessoires jeux vidéo) commente ses résultats 201518 janv. 2016 - L'année 2015 se conclut en beauté pour PDP traduisant un développement constant sur le marché français et confortant son rang parmi les leaders du marché. 
 Des accessoires rétroéclairés ou étanches pour gamers2 oct. 2015 - PDP, spécialiste des accessoires gaming et PC propose une sélection de produits Afterglow et Rock Candy. Manette de jeu, casque gamer ultra tendance ou encore clavier étanche pour PC...",http://www.afjv.com/societe/899-pdp-france.htm,120 rue Jean Jaures 92300 Levallois-Perret,"4651Z - Commerce de gros (commerce interentreprises) d'ordinateurs, d'équipements informatiques périphériques et de logiciels",,http://www.pdp-eu.com/,365400
,Pastagames ,,http://www.afjv.com/img/logo2/pastagames.png,75020,,,"Des Jeux faits avec les mainsPastagames est une entreprise française de développement de jeux vidéo créée en 2000 par Fabien Delpiano, Claude Seyrat, Joann Sfar, Guy Delcourt & Christophe Hausermann. La société a vécu plusieurs vies, séparées par quelques périodes de mise en sommeil de quelques mois ou années.Depuis 2007 Pastagames semble avoir trouvé son rythme de croisière, grâce à l'implication ininterrompue de ses 4 associés :",10,pastateam@pastagames.net,19 rue Ligner,Paris,2000,SARL,"Fabien Delpiano - Gérant - fabien@pastaga.net 
 Fabrice Kocik - CTO & Programmeur 
 Nadim Haddad - Game & Level Designer 
 Hervé Barbaresi - Art Director 
 Jérémy Laumon - Engine Programmeur 
 Jennifer Vu - Admin & Marketing",Paris B 432 610 616,Studios,,01 44 64 94 18,"Les fondateurs de DotEmu créent l'éditeur Playdigious1 sept. 2015 - Les fondateurs de DotEmu, sont fiers d'annoncer la création de la société d'édition de jeux vidéo Playdigious ainsi que la sortie prochaine de Pix The Cat sur Nvidia Shield et sur tablettes. 
 DotEmu et Pastagames annoncent Pang Adventures30 juil. 2015 -  Pang, également connu sous le nom de Buster Bros. en Amérique du Nord ou encore Pomping World au Japon, est une série de jeux de plateforme et d'action très fun et addictive comme on en fait peu ! 
 Les Game Paris Awards : un coup de projecteur international3 déc. 2012 - Mardi 27 novembre, la cérémonie de remise des Game Paris Awards a eu lieu dans le cadre original d'une prestigieuse croisière sur la Seine, dévoilant les quatre jeux vidéo lauréats 2012 aux 130 ... 
 Un jeu vidéo à propos de l'exposition ""Game Story""19 déc. 2011 - Disponible gratuitement pour iPhone et Android 2.1, Game Story - Une Histoire de Jeu Vidéo vous fait découvrir "" ON/OFF "", un tout nouveau mode de jeu dans lequel vous dirigez Pix Le Chat, félin ...",http://www.afjv.com/societe/403-pastagames.htm,19 rue Ligner 75020 Paris,6201Z - Programmation informatique,,http://www.pastagames.com,572300
,Passtech Games,,http://www.afjv.com/img/logo2/passtech_games.png,69100,,,"PASSTECH games est un nouveau studio de jeux vidéo indépendant. Le studio a développé son premier jeu ""Space Run"" pour PC / Mac, actuellement disponible sur Steam.",Information indisponible,,"198, cours Emile Zola",Villeurbanne,2012,SARL unipersonnelle,Sylvain Passot - Gérant - sylvain.passot@passtechgames.com,Lyon B 788 677 714,Studios,,,,http://www.afjv.com/societe/703-passtech-games.htm,"198, cours Emile Zola 69100 Villeurbanne",5821Z - Édition de jeux électroniques ,,http://www.passtechgames.com,
,Pandazor,,http://www.afjv.com/img/logo2/pandazor.png,88500,,,"Pandazor est une société française de jeux mobiles, axés sur la qualité et les performances.Né d'un désir de créer quelque chose de beau et de significatif, Pandazor a été fondée en 2016 avec la ferme intention de séduire des milliers de joueurs du monde entier. (Et peut-être même vous ?).Nous travaillons actuellement sur notre premier titre : Miracle Run et nous espérons que vous l'aimerez autant que nous le faisons.",Information indisponible,contact@pandazor.com,72 rue Saulnoir,Poussay,2016,SASU,"Olivier Philbert - Président 
 Ambroise Hennebelle - Artiste",Epinal B 820 591 881,Studios,,,,http://www.afjv.com/societe/947-pandazor.htm,72 rue Saulnoir 88500 Poussay,2640Z - Fabrication de produits électroniques grand public,,https://pandazor.com/,
,Pinpin Team,,http://www.afjv.com/img/logo2/pinpin_team.png,75015,,,Studio indépendant de jeux vidéos.Développement et édition de jeux mobiles casual et pédagogiques.,7,contact@pinpinteam.com,42 rue Boursault,Paris,2008,SAS,Géraud Paillard-brunet - Président - geraud@pinpinteam.com,Paris 504 493 735,Prestataires,,01 56 77 35 12,"Portes ouvertes des startups du Jeu vidéo7 oct. 2013 - Participez aux "" Portes ouvertes des startups "" organisées par Paris Région Lab et la Ville de Paris le 12 octobre 2013 en partenariat avec Capital Games. Quand la création devient votre jeu ! 
 La Paris Games Week dévoile son jeu officiel : ZuperGamer19 sept. 2013 - À quelques semaines de son coup d'envoi, la Paris Games Week lance son jeu officiel ZuperGamer sur Google Play et App Store. Ce jeu d'adresse délirant permettra aux 8 meilleurs joueurs du ... 
 Pinpin Team lance les Crapoks sur Indiegogo24 juin 2013 - LES CRAPOKS proposent aux enfants de 6 à 12 ans une alternative ludique et motivante aux devoirs du soir et aux cahiers de vacances. Aujourd'hui LES CRAPOKS font l'objet d'une campagne de ... 
 PLAY.to : Un nouveau portail de jeux multi-joueurs22 sept. 2011 - Les start-up Pinpin Team et Pakap lancent une application Facebook et un site web entièrement dédiés aux jeux multijoueurs: PLAY.to. qui regroupe une vingtaine de jeux casual (jeux occasionnels) ...",http://www.afjv.com/societe/409-pinpin-team.htm,42 rue Boursault 75015 Paris,6201Z - Programmation informatique,,http://www.pinpinteam.com/,225562
